time,open,high,low,close,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2019-11-01T01:00:00+01:00,1.528,1.528,1.528,1.528,39.46920094,48.91256553,NaN,NaN
2019-12-01T01:00:00+01:00,1.588,1.588,1.588,1.588,42.46603885,47.86780928,NaN,NaN
2020-01-01T01:00:00+01:00,1.686,1.686,1.686,1.686,47.07504075,46.85130321,NaN,NaN
2020-02-01T01:00:00+01:00,1.798,1.798,1.798,1.798,51.82491122,46.13769379,NaN,NaN
2020-03-01T01:00:00+01:00,1.61,1.61,1.61,1.61,44.5907165,45.65708826,NaN,NaN
2020-04-01T02:00:00+02:00,0.912,0.912,0.912,0.912,28.61813264,44.46867521,NaN,NaN
2020-05-01T02:00:00+02:00,0.936,0.936,0.936,0.936,29.55254068,43.6099639,NaN,NaN
2020-06-01T02:00:00+02:00,0.938,0.938,0.938,0.938,29.63520299,42.4330515,NaN,NaN
2020-07-01T02:00:00+02:00,1.131,1.131,1.131,1.131,37.28304898,42.00848421,NaN,NaN
2020-08-01T02:00:00+02:00,1.347,1.347,1.347,1.347,44.54725081,41.787046,NaN,NaN
2020-09-01T02:00:00+02:00,1.46,1.46,1.46,1.46,47.9441443,41.78620314,NaN,NaN
2020-10-01T02:00:00+02:00,1.352,1.352,1.352,1.352,45.10053124,41.33669202,NaN,NaN
2020-11-01T01:00:00+01:00,1.354,1.354,1.354,1.354,45.16539178,41.33356886,NaN,NaN
2020-12-01T01:00:00+01:00,1.463,1.463,1.463,1.463,48.72114767,41.57094995,NaN,NaN
2021-01-01T01:00:00+01:00,1.57,1.57,1.57,1.57,52.01088978,42.46678487,NaN,NaN
2021-02-01T01:00:00+01:00,1.563,1.563,1.563,1.563,51.77686693,43.13184402,NaN,NaN
2021-03-01T01:00:00+01:00,2.045,2.045,2.045,2.045,63.84137411,44.32943926,NaN,NaN
2021-04-01T02:00:00+02:00,3.122,3.122,3.122,3.122,77.42928771,46.15832329,NaN,NaN
2021-05-01T02:00:00+02:00,3.517,3.517,3.517,3.517,80.34637602,48.71229897,NaN,NaN
2021-06-01T02:00:00+02:00,3.802,3.802,3.802,3.802,82.13995051,52.53528596,NaN,NaN
2021-07-01T02:00:00+02:00,3.867,3.867,3.867,3.867,82.53149903,56.31949728,NaN,NaN
2021-08-01T02:00:00+02:00,3.882,3.882,3.882,3.882,82.62615792,60.10456549,NaN,NaN
2021-09-01T02:00:00+02:00,3.919,3.919,3.919,3.919,82.8726993,63.36096908,NaN,NaN
2021-10-01T02:00:00+02:00,4.308,4.308,4.308,4.308,85.24356975,66.267849,NaN,NaN
2021-11-01T01:00:00+01:00,4.818,4.818,4.818,4.818,87.6561176,69.10441853,NaN,NaN
2021-12-01T01:00:00+01:00,5.044,5.044,5.044,5.044,88.54950883,72.20791693,NaN,NaN
2022-01-01T01:00:00+01:00,5.209,5.209,5.209,5.209,89.16601622,75.35081867,NaN,NaN
2022-02-01T01:00:00+01:00,5.419,5.419,5.419,5.419,89.9105776,78.29292081,NaN,NaN
2022-03-01T01:00:00+01:00,5.365,5.365,5.365,5.365,88.23140755,80.88010065,NaN,NaN
2022-04-01T02:00:00+02:00,5.03,5.03,5.03,5.03,78.44376596,82.78487915,NaN,NaN
2022-05-01T02:00:00+02:00,4.882,4.882,4.882,4.882,74.51118293,83.54700835,NaN,NaN
2022-06-01T02:00:00+02:00,5.035,5.035,5.035,5.035,75.85858317,83.43481517,NaN,NaN
2022-07-01T02:00:00+02:00,4.703,4.703,4.703,4.703,67.51797562,82.51850085,NaN,NaN
2022-08-01T02:00:00+02:00,4.934,4.934,4.934,4.934,69.99034071,81.65067158,NaN,NaN
2022-09-01T02:00:00+02:00,5.202,5.202,5.202,5.202,72.59640187,80.94102179,NaN,NaN
2022-10-01T02:00:00+02:00,5.1,5.1,5.1,5.1,70.10123681,80.04638457,NaN,NaN
2022-11-01T01:00:00+01:00,4.8,4.8,4.8,4.8,63.21888624,78.64254078,NaN,NaN
2022-12-01T01:00:00+01:00,4.62,4.62,4.62,4.62,59.44766636,76.79997625,NaN,NaN
2023-01-01T01:00:00+01:00,4.668,4.668,4.668,4.668,60.13067672,74.83387333,NaN,NaN
2023-02-01T01:00:00+01:00,4.689,4.689,4.689,4.689,60.44456877,72.82637761,NaN,NaN
2023-03-01T01:00:00+01:00,4.6,4.6,4.6,4.6,58.34793615,70.62508617,NaN,NaN
2023-04-01T01:00:00+01:00,5,5,5,5,58.34793615,70.62508617,NaN,NaN
