time,open,high,low,close
2013-04-26T02:00:00+02:00,8339924616520,8381187358040,8334858787640,8367386964160
2013-04-29T02:00:00+02:00,8371382179720,8402646597800,8368248677320,8391115367320
2013-04-30T02:00:00+02:00,8391115367320,8427834676240,8379260283240,8415676745280
2013-05-01T02:00:00+02:00,8484118497280,8511466019080,8482577858600,8489512661000
2013-05-02T02:00:00+02:00,8489512661000,8503330040760,8441219041480,8448321646920
2013-05-03T02:00:00+02:00,8442386953200,8469033035400,8415768846400,8436868537200
2013-05-06T02:00:00+02:00,8436121086600,8442041519000,8413691886000,8419534074800
2013-05-07T02:00:00+02:00,8419534074800,8443379933000,8417421497600,8427635792400
2013-05-08T02:00:00+02:00,8448039792400,8483770405000,8446135864800,8467339880400
2013-05-09T02:00:00+02:00,8467339880400,8479232276200,8398819452200,8407295842200
2013-05-10T02:00:00+02:00,8404892091020,8408950287470,8358498128810,8373015091700
2013-05-13T02:00:00+02:00,8365855425620,8377125413690,8358245096780,8367158564120
2013-05-14T02:00:00+02:00,8367158564120,8390368576610,8341316211860,8343244856840
2013-05-15T02:00:00+02:00,8426970856840,8440467051790,8407215277180,8418291954430
2013-05-16T02:00:00+02:00,8418291954430,8437209205540,8408023223050,8419066241860
2013-05-17T02:00:00+02:00,8381875197080,8385754208820,8341435539840,8351281230760
2013-05-20T02:00:00+02:00,8356796911020,8388666677600,8351049295640,8380264302620
2013-05-21T02:00:00+02:00,8380264302620,8397043247100,8365856571660,8382326196000
2013-05-22T02:00:00+02:00,8483536196000,8509400480920,8454050577100,8460365221800
2013-05-23T02:00:00+02:00,8460365221800,8526398709140,8450957689900,8500070334040
2013-05-24T02:00:00+02:00,8477819712680,8515320858700,8470369524860,8490950157860
2013-05-27T02:00:00+02:00,8481582240740,8503851153740,8476871469060,8493586197040
2013-05-28T02:00:00+02:00,8493586197040,8498604192960,8450785432880,8452270350040
2013-05-29T02:00:00+02:00,8458416350040,8517421739540,8453961598560,8500321527940
2013-05-30T02:00:00+02:00,8500321527940,8542536352280,8496865739680,8535547969700
2013-05-31T02:00:00+02:00,8521516917650,8533612100020,8494926164580,8513558915440
2013-06-01T02:00:00+02:00,8549061687650,8561295985020,8522470934580,8541187154440
2013-06-03T02:00:00+02:00,8539096606260,8599773905200,8530963863950,8580417058890
2013-06-04T02:00:00+02:00,8580417058890,8588788837840,8560524828290,8570289217960
2013-06-05T02:00:00+02:00,8568616217960,8598320769380,8561630727700,8587976328470
2013-06-06T02:00:00+02:00,8587976328470,8704726009890,8584126660480,8661190594460
2013-06-07T02:00:00+02:00,8657416980000,8712321534000,8639949438000,8645373696000
2013-06-10T02:00:00+02:00,8641005210000,8663477888000,8610194622000,8630389160000
2013-06-11T02:00:00+02:00,8630389160000,8711320962000,8624099058000,8702870518000
2013-06-12T02:00:00+02:00,8700703518000,8729203102000,8677179336000,8708431382000
2013-06-13T02:00:00+02:00,8710302066000,8765106890000,8695531786000,8723669582000
2013-06-14T02:00:00+02:00,8729131727800,8762957080840,8708777269480,8752822180680
2013-06-17T02:00:00+02:00,8749871524720,8762693327760,8733554737400,8747643197760
2013-06-18T02:00:00+02:00,8747643197760,8763959437880,8722347455560,8739258490480
2013-06-19T02:00:00+02:00,8762873490480,8780346770280,8705344692800,8719322988320
2013-06-20T02:00:00+02:00,8717452304320,8722851616920,8655340412920,8679513306960
2013-06-21T02:00:00+02:00,8672423742740,8690634879820,8630452161060,8635848241580
2013-06-24T02:00:00+02:00,8627015977710,8655077253190,8614760637900,8639156905010
2013-06-25T02:00:00+02:00,8639156905010,8660574892680,8620003745290,8622930864440
2013-06-26T02:00:00+02:00,8612989864440,8628859052330,8589725630500,8600263005570
2013-06-27T02:00:00+02:00,8600263005570,8615611037330,8584266551630,8594116943900
2013-06-28T02:00:00+02:00,8444301441700,8461799745590,8419589231760,8424231339690
2013-07-01T02:00:00+02:00,8519426185700,8535563132790,8510656605190,8524655841670
2013-07-02T02:00:00+02:00,8524655841670,8530366274090,8480797322820,8484491565780
2013-07-03T02:00:00+02:00,8477028565780,8517747592440,8463564022360,8498408856770
2013-07-04T02:00:00+02:00,8498408856770,8509511643360,8463655931130,8471044417050
2013-07-05T02:00:00+02:00,8458032774450,8464758435430,8412338234200,8418098660060
2013-07-08T02:00:00+02:00,8411096757300,8436611410930,8410927333010,8433416552890
2013-07-09T02:00:00+02:00,8433416552890,8442499954070,8402010452440,8408206540760
2013-07-10T02:00:00+02:00,8447646959760,8528285503330,8443798608030,8525502104280
2013-07-11T02:00:00+02:00,8525502104280,8607789387490,8522016804600,8567198875730
2013-07-12T02:00:00+02:00,8544917511470,8549814006670,8515750505030,8532021069440
2013-07-15T02:00:00+02:00,8535382583580,8542823459700,8494704795220,8520957464610
2013-07-16T02:00:00+02:00,8520957464610,8569734485180,8515841517380,8561115975890
2013-07-17T02:00:00+02:00,8613413975890,8620954137390,8580366178230,8596290819840
2013-07-18T02:00:00+02:00,8596290819840,8598859234090,8558620349790,8568858548370
2013-07-19T02:00:00+02:00,8569027458510,8593739778550,8556431185280,8567514375860
2013-07-22T02:00:00+02:00,8568930196290,8618883041970,8568930196290,8599568814300
2013-07-23T02:00:00+02:00,8605471557300,8625816468100,8588028517650,8612356135010
2013-07-24T02:00:00+02:00,8664759297010,8674499505170,8633736410940,8639493912540
2013-07-25T02:00:00+02:00,8643429074540,8693837287810,8633089126630,8677641706840
2013-07-26T02:00:00+02:00,8677888351560,8710107038510,8669930318060,8693557114130
2013-07-29T02:00:00+02:00,8696842594680,8715578468930,8686874481720,8693663811690
2013-07-30T02:00:00+02:00,8701864175870,8715288214630,8685245078640,8699752824010
2013-07-31T02:00:00+02:00,8695315824010,8724946184070,8672802121520,8708715900960
2013-08-01T02:00:00+02:00,8795904478960,8806408522910,8736947303490,8742670378420
2013-08-02T02:00:00+02:00,8735946083800,8772940890900,8722840588200,8759380507600
2013-08-05T02:00:00+02:00,8762753105700,8784731867600,8750031926300,8774617556900
2013-08-06T02:00:00+02:00,8768446802900,8804581978800,8765577494900,8796475022500
2013-08-07T02:00:00+02:00,8802014268500,8848411865300,8792282532200,8844083411800
2013-08-08T02:00:00+02:00,8844083411800,8873928279200,8831838128000,8850490371800
2013-08-09T02:00:00+02:00,8834744552440,8847456050880,8815191307720,8827189009560
2013-08-12T02:00:00+02:00,8828244221260,8840553626020,8799976739060,8805449179660
2013-08-13T02:00:00+02:00,8799218425660,8809481613500,8762755374700,8769488855960
2013-08-14T02:00:00+02:00,8828286855960,8843068364540,8820805083800,8832577945580
2013-08-15T02:00:00+02:00,8828464109580,8879176908260,8808696725880,8870994431640
2013-08-16T02:00:00+02:00,8856579201020,8868769693630,8837957417100,8841604939440
2013-08-19T02:00:00+02:00,8838738662630,8857529938290,8826958209130,8841695618610
2013-08-20T02:00:00+02:00,8837581782610,8886075825200,8835023779930,8867572467330
2013-08-21T02:00:00+02:00,8875750631330,8886275768700,8848077401920,8857023020760
2013-08-22T02:00:00+02:00,8857023020760,8861191617720,8820801612220,8834373237550
2013-08-23T02:00:00+02:00,8824104193600,8845127575040,8812692392560,8824806454880
2013-08-26T02:00:00+02:00,8835940944400,8845558513120,8824340276800,8829395451440
2013-08-27T02:00:00+02:00,8835566205440,8873431646480,8822389768720,8869651321120
2013-08-28T02:00:00+02:00,8878201485120,8889949790960,8845438780320,8855498918800
2013-08-29T02:00:00+02:00,8855498918800,8862661222240,8810760807440,8819974040560
2013-08-30T02:00:00+02:00,8819718493120,8831274666110,8801703655480,8813011116290
2013-09-01T02:00:00+02:00,8851964512120,8863647513110,8833917967480,8845225428290
2013-09-02T02:00:00+02:00,8844528499270,8848777649470,8811356744820,8813386894360
2013-09-03T02:00:00+02:00,8817564144360,8822803681910,8796462193760,8804063451340
2013-09-04T02:00:00+02:00,8822832701340,8840264398810,8811244125910,8822882076180
2013-09-05T02:00:00+02:00,8827059326180,8835249662480,8791912654560,8794084442440
2013-09-06T02:00:00+02:00,8793061083000,8845087999750,8789573204000,8823203130500
2013-09-09T02:00:00+02:00,8808918625250,8849848309000,8803963672500,8831024236750
2013-09-10T02:00:00+02:00,8837290111750,8844539855000,8810747841750,8819561806250
2013-09-11T02:00:00+02:00,8825473056250,8851484987250,8815734053250,8843843425000
2013-09-12T02:00:00+02:00,8843843425000,8868217554000,8831188080250,8847587657750
2013-09-13T02:00:00+02:00,8843056526110,8854633688130,8821896821990,8840897397300
2013-09-16T02:00:00+02:00,8855159680160,8884224372120,8850294917270,8855294711720
2013-09-17T02:00:00+02:00,8859471961720,8870021043920,8851231980040,8858752386440
2013-09-18T02:00:00+02:00,8915627261440,8988274857130,8906961268870,8968883724320
2013-09-19T02:00:00+02:00,8975149599320,8988307322490,8938955461430,8949854074650
2013-09-20T02:00:00+02:00,8945070043450,8953846611810,8931365474980,8940165350240
2013-09-23T02:00:00+02:00,8943939952680,8958912316330,8928616713450,8942227736300
2013-09-24T02:00:00+02:00,8935059861300,8953645816080,8926306917860,8938838508850
2013-09-25T02:00:00+02:00,8953973633850,8981500100340,8951204656470,8978731122960
2013-09-26T02:00:00+02:00,8969306247960,8978974838920,8948420952020,8954334520350
2013-09-27T02:00:00+02:00,8931409649400,8972177039240,8928089626920,8953535145640
2013-09-30T02:00:00+02:00,8919302442920,8943321837720,8901923176000,8913099026320
2013-10-01T02:00:00+02:00,9040729207320,9068319595200,9027966159920,9045179773960
2013-10-02T02:00:00+02:00,9063073489960,9105858491000,9058093456240,9092940063560
2013-10-03T02:00:00+02:00,9089075779560,9119709766160,9084180984560,9106697816960
2013-10-04T02:00:00+02:00,9120334559200,9134283552200,9095040987400,9098543351600
2013-10-07T02:00:00+02:00,9105548146000,9133939753800,9100988020800,9129387020200
2013-10-08T02:00:00+02:00,9129417020200,9137754187600,9110985811000,9119010011400
2013-10-09T02:00:00+02:00,9144129295400,9153641752800,9106297078600,9121694708600
2013-10-10T02:00:00+02:00,9113657282600,9125576054200,9085751905000,9093297266800
2013-10-11T02:00:00+02:00,9084448989160,9107603571570,9073252003380,9078190291690
2013-10-14T02:00:00+02:00,9098214574000,9107061365380,9081866707340,9085517764100
2013-10-15T02:00:00+02:00,9084842764100,9102269179100,9065744928740,9087122745870
2013-10-16T02:00:00+02:00,9128146319870,9146854102380,9105223824880,9119430180350
2013-10-17T02:00:00+02:00,9123588464350,9182026873990,9115112230970,9176125103710
2013-10-18T02:00:00+02:00,9153678012620,9173336674800,9149999832660,9159920505080
2013-10-21T02:00:00+02:00,9159312064320,9162654466940,9145304041440,9151799055420
2013-10-22T02:00:00+02:00,9143994771420,9183301432880,9140060515640,9169941685060
2013-10-23T02:00:00+02:00,9179113685060,9207699104600,9169825116680,9199524403680
2013-10-24T02:00:00+02:00,9210315403680,9225986142240,9203234844900,9215972351340
2013-10-25T02:00:00+02:00,9204916866080,9220911040000,9192353143360,9198752876800
2013-10-28T01:00:00+01:00,9202576329920,9207861776320,9187185029440,9189411023680
2013-10-29T01:00:00+01:00,9189687023680,9207117528960,9171975689280,9174108933760
2013-10-30T01:00:00+01:00,9187274933760,9200860193760,9167107020640,9176358809200
2013-10-31T01:00:00+01:00,9172235093200,9179442517280,9132933672320,9136920622080
2013-11-01T01:00:00+01:00,9227368507760,9242271903350,9192279532000,9194640212860
2013-11-04T01:00:00+01:00,9194183879940,9212080988920,9184000550740,9207386844340
2013-11-05T01:00:00+01:00,9204568068340,9219980630390,9189570801700,9202241455710
2013-11-06T01:00:00+01:00,9199144679710,9222762412610,9193042828610,9203758468200
2013-11-07T01:00:00+01:00,9213880244200,9242024745630,9147531965430,9205385126560
2013-11-08T01:00:00+01:00,9188472063520,9201746771490,9142663058870,9154051888010
2013-11-11T01:00:00+01:00,9153964290700,9174335106220,9146646834570,9160802180910
2013-11-12T01:00:00+01:00,9162363956910,9176178108530,9135888323830,9153363490810
2013-11-13T01:00:00+01:00,9202795266810,9230165398050,9192443881620,9223631788460
2013-11-14T01:00:00+01:00,9226260788460,9233255484250,9188105814730,9197189212870
2013-11-15T01:00:00+01:00,9189553444090,9207265409350,9181427072570,9195864899330
2013-11-18T01:00:00+01:00,9196038826650,9218186587570,9189176914480,9198613725690
2013-11-19T01:00:00+01:00,9202586389690,9221113852410,9189484607090,9201025672430
2013-11-20T01:00:00+01:00,9199845448430,9218464871830,9171659500010,9179762881360
2013-11-21T01:00:00+01:00,9175831105360,9193060277050,9146168173150,9165089083060
2013-11-22T01:00:00+01:00,9160013340180,9181674187670,9148818154230,9170194515550
2013-11-25T01:00:00+01:00,9172334754540,9180165188000,9146205813010,9156765631660
2013-11-26T01:00:00+01:00,9151703855660,9180761765490,9151291007480,9177878669210
2013-11-27T01:00:00+01:00,9186583893210,9202687385300,9169835779770,9174789957930
2013-11-28T01:00:00+01:00,9168067293930,9188308521870,9162248388370,9171743896510
2013-11-29T01:00:00+01:00,9156330123560,9164591976960,9143834250440,9146629216760
2013-12-01T01:00:00+01:00,9157315916560,9165579787960,9144817016440,9147611982760
2013-12-02T01:00:00+01:00,9164306831080,9176007136480,9137499175600,9143292054400
2013-12-03T01:00:00+01:00,9139708260400,9180909829720,9131284022080,9159649527640
2013-12-04T01:00:00+01:00,9178221527640,9202064130240,9164223786480,9181288168800
2013-12-05T01:00:00+01:00,9193412859800,9228418897880,9179739092360,9221506690520
2013-12-06T01:00:00+01:00,9201410795980,9219410328220,9170377143540,9191595246620
2013-12-09T01:00:00+01:00,9196994268100,9204840199460,9177355215480,9187687212300
2013-12-10T01:00:00+01:00,9179828418300,9212641090060,9178551173660,9198137891520
2013-12-11T01:00:00+01:00,9248180891520,9275255332580,9243505263820,9258435094340
2013-12-12T01:00:00+01:00,9271259888340,9275160046080,9239975348560,9243533387200
2013-12-13T01:00:00+01:00,9250716011000,9267865885400,9233990692400,9250583567200
2013-12-16T01:00:00+01:00,9263194472800,9292718315600,9262852019800,9275143742200
2013-12-17T01:00:00+01:00,9262735948200,9283292059800,9254060472200,9270945602200
2013-12-18T01:00:00+01:00,9253163293200,9265496138600,9191531400800,9194293855000
2013-12-19T01:00:00+01:00,9196733546000,9207390568800,9186021644800,9191231467800
2013-12-20T01:00:00+01:00,9181776782440,9205956684830,9170979519500,9189646238940
2013-12-23T01:00:00+01:00,9188073622930,9205459208390,9182789193080,9189445908290
2013-12-24T01:00:00+01:00,9180445702290,9184586133400,9166583031190,9173422865500
2013-12-25T01:00:00+01:00,9169683011290,9178307236400,9160304134190,9167143968500
2013-12-26T01:00:00+01:00,9157935174500,9168595302200,9148693082780,9152513259550
2013-12-27T01:00:00+01:00,9106053238950,9154688735650,9098527658300,9112102928360
2013-12-30T01:00:00+01:00,9106330393570,9123381676090,9095881708180,9116431857150
2013-12-31T01:00:00+01:00,9014524166150,9028933209750,9005679672020,9012080995200
2014-01-01T01:00:00+01:00,9077658030150,9080857588750,9064169976020,9068329402200
2014-01-02T01:00:00+01:00,9189324742200,9203255422200,9153064787050,9174249508860
2014-01-03T01:00:00+01:00,9187299078400,9208400168800,9164675328800,9166224749600
2014-01-06T01:00:00+01:00,9150718236000,9185786899200,9146229472800,9168322100000
2014-01-07T01:00:00+01:00,9189969660000,9198876478400,9168952658400,9173259136800
2014-01-08T01:00:00+01:00,9187331476800,9191843025600,9161618290400,9171251896800
2014-01-09T01:00:00+01:00,9163596896800,9183755099200,9155054648000,9173232854400
2014-01-10T01:00:00+01:00,9091229255180,9134532891180,9075581732810,9123082127040
2014-01-13T01:00:00+01:00,9116452953200,9143946579360,9105560016180,9138560499700
2014-01-14T01:00:00+01:00,9144870499700,9151176739580,9107502669370,9114097575160
2014-01-15T01:00:00+01:00,9208728135160,9213793591490,9177791071910,9185308838290
2014-01-16T01:00:00+01:00,9164231838290,9183533444860,9152492408240,9172161748650
2014-01-17T01:00:00+01:00,9131487107000,9141103906000,9108937063400,9115544670400
2014-01-20T01:00:00+01:00,9119946465800,9136464545200,9113858393600,9125894714800
2014-01-21T01:00:00+01:00,9116490714800,9122614792600,9097079411800,9113891164600
2014-01-22T01:00:00+01:00,9126566604600,9145508405400,9116120694200,9118868019200
2014-01-23T01:00:00+01:00,9134627359200,9200407879600,9123947635800,9188161600200
2014-01-24T01:00:00+01:00,9237324402720,9274892826240,9225350565920,9250500893440
2014-01-27T01:00:00+01:00,9237782365600,9261286831360,9223986014720,9235393946720
2014-01-28T01:00:00+01:00,9221900386720,9232219883680,9202817351360,9216701502720
2014-01-29T01:00:00+01:00,9204996942720,9238312110080,9185315208800,9217306076640
2014-01-30T01:00:00+01:00,9220227416640,9222993455840,9177297191680,9179829469120
2014-01-31T01:00:00+01:00,9174913613670,9197655928350,9155853023120,9176533471070
2014-02-01T01:00:00+01:00,9255402119670,9278806210350,9236258807120,9257601031070
2014-02-03T01:00:00+01:00,9283877325960,9329046900550,9280031734310,9322486418360
2014-02-04T01:00:00+01:00,9281802414360,9293925701290,9264579887130,9270056027800
2014-02-05T01:00:00+01:00,9284661521800,9319447193160,9280404764680,9297582950690
2014-02-06T01:00:00+01:00,9291238946690,9322350351900,9270336098200,9294213845170
2014-02-07T01:00:00+01:00,9253897085860,9285004733820,9240874314360,9260867230500
2014-02-10T01:00:00+01:00,9248574578180,9263585687460,9241273458660,9257068219820
2014-02-11T01:00:00+01:00,9263197713820,9281445653540,9257617221720,9259500912400
2014-02-12T01:00:00+01:00,9313396908400,9331021813880,9296794146360,9310731990020
2014-02-13T01:00:00+01:00,9298762986020,9344579965740,9296988812240,9332070711580
2014-02-14T01:00:00+01:00,9338001275090,9365077845510,9336818621630,9355034504900
2014-02-17T01:00:00+01:00,9356659785060,9371945542570,9352849012800,9355718042490
2014-02-18T01:00:00+01:00,9367790038490,9391709392960,9351063422540,9374479054240
2014-02-19T01:00:00+01:00,9379776548240,9402451019670,9372483518570,9381558608720
2014-02-20T01:00:00+01:00,9375794604720,9401535214750,9365457337440,9379832467170
2014-02-21T01:00:00+01:00,9345624481840,9361664773760,9337254175600,9349600905200
2014-02-24T01:00:00+01:00,9353591858080,9374768881200,9348959980320,9357066935600
2014-02-25T01:00:00+01:00,9344664931600,9368619050080,9340491871920,9358850441120
2014-02-26T01:00:00+01:00,9332893437120,9342925397040,9312398393680,9322603972240
2014-02-27T01:00:00+01:00,9324615466240,9355104618640,9315176922880,9341794217520
2014-02-28T01:00:00+01:00,9338224952210,9380138874710,9334800658180,9369789930050
2014-03-01T01:00:00+01:00,9349261144210,9391254138710,9345836850180,9380882602050
2014-03-03T01:00:00+01:00,9411178449680,9428148256330,9403980888980,9410600969760
2014-03-04T01:00:00+01:00,9417449575760,9435013473430,9402404318320,9407202692120
2014-03-05T01:00:00+01:00,9405417096120,9414104002260,9395258467670,9405717247490
2014-03-06T01:00:00+01:00,9426411247490,9459383962280,9404314893160,9437265797160
2014-03-07T01:00:00+01:00,9417880420960,9439447948480,9406392476800,9421812327400
2014-03-10T01:00:00+01:00,9414295684760,9426495977480,9401743301840,9407308969640
2014-03-11T01:00:00+01:00,9402092373640,9417173689120,9392881719880,9410630475520
2014-03-12T01:00:00+01:00,9408310081520,9437081556560,9404747470160,9429599725280
2014-03-13T01:00:00+01:00,9420611129280,9468465514320,9408337498680,9439451433840
2014-03-14T01:00:00+01:00,9441994576860,9479127932960,9437854134250,9462506196050
2014-03-17T01:00:00+01:00,9472782014950,9484562583670,9457591006900,9466825711360
2014-03-18T01:00:00+01:00,9431980115360,9453551409010,9422918832580,9449054550850
2014-03-19T01:00:00+01:00,9452784156850,9462642448240,9404204969870,9414000761460
2014-03-20T01:00:00+01:00,9404750165460,9417101393500,9386649277610,9397724054090
2014-03-21T01:00:00+01:00,9374279615200,9395900806400,9371636997600,9380974040000
2014-03-24T01:00:00+01:00,9400401441600,9424825850000,9387685314400,9414308912800
2014-03-25T01:00:00+01:00,9394674316800,9403784539600,9375266240000,9396841634400
2014-03-26T01:00:00+01:00,9373277240400,9388075279600,9362490162000,9375089011200
2014-03-27T01:00:00+01:00,9356953617200,9375369010000,9343620776000,9346198411200
2014-03-28T01:00:00+01:00,9311663454120,9328385543960,9289507179440,9299686626630
2014-03-31T02:00:00+02:00,9192418989150,9205272486700,9171473334790,9186914798580
2014-04-01T02:00:00+02:00,9353122560580,9373041458620,9348069906400,9353213432570
2014-04-02T02:00:00+02:00,9370608904570,9384127690120,9357356737960,9360305119070
2014-04-03T02:00:00+02:00,9369970119070,9385899259980,9355163650430,9359790671880
2014-04-04T02:00:00+02:00,9373115164520,9397799395310,9362980135490,9384125631140
2014-04-07T02:00:00+02:00,9385169116710,9406966430820,9385104287100,9402948756180
2014-04-08T02:00:00+02:00,9398329228180,9455349344920,9397421613640,9444809011900
2014-04-09T02:00:00+02:00,9484309719900,9508246411140,9480614432130,9499261988760
2014-04-10T02:00:00+02:00,9489403460760,9521154119040,9485319195330,9515775022590
2014-04-11T02:00:00+02:00,9532712816170,9546941415790,9525414001540,9529903999210
2014-04-14T02:00:00+02:00,9527482372230,9540225294300,9511106382420,9513253772610
2014-04-15T02:00:00+02:00,9524169772610,9542259050540,9518074655000,9523345521830
2014-04-16T02:00:00+02:00,9553266521830,9568720795150,9546043767970,9550869830260
2014-04-17T02:00:00+02:00,9545946302260,9569143908880,9545165433100,9545620940110
2014-04-18T02:00:00+02:00,9538929335310,9548309004230,9536696500280,9537368518590
2014-04-21T02:00:00+02:00,9482387622890,9489510159040,9475178374700,9476392343260
2014-04-22T02:00:00+02:00,9442103815260,9458931190480,9440456286500,9452177180500
2014-04-23T02:00:00+02:00,9422477888500,9450484207470,9421459022030,9432334473640
2014-04-24T02:00:00+02:00,9421514945640,9442116914330,9416095443140,9437075467140
2014-04-25T02:00:00+02:00,9419111931540,9437548228630,9418135854090,9424556034180
2014-04-28T02:00:00+02:00,9414814837110,9427199934950,9400835599670,9411127673880
2014-04-29T02:00:00+02:00,9401237381880,9414782807120,9391433226160,9395239807980
2014-04-30T02:00:00+02:00,9392399279980,9426170597870,9383679654760,9418774340330
2014-05-01T02:00:00+02:00,9522299628330,9535081183510,9519217633080,9520562450900
2014-05-02T02:00:00+02:00,9577848573200,9590823245760,9555074194880,9581142126720
2014-05-05T02:00:00+02:00,9573412802960,9584768972080,9569821055600,9574422714640
2014-05-06T02:00:00+02:00,9567977524640,9608040007920,9567600612880,9597683783280
2014-05-07T02:00:00+02:00,9594902593280,9612579814080,9590911762880,9593495835440
2014-05-08T02:00:00+02:00,9595171835440,9623954630640,9578144292400,9579563254320
2014-05-09T02:00:00+02:00,9516757778920,9528000557920,9491150029460,9494683409800
2014-05-12T02:00:00+02:00,9495368955140,9502807727820,9489465762300,9491329999780
2014-05-13T02:00:00+02:00,9467834809780,9481115243700,9450532920200,9453481016680
2014-05-14T02:00:00+02:00,9528786016680,9555216821440,9527788866400,9541481166740
2014-05-15T02:00:00+02:00,9532252166740,9556515253500,9517945227940,9543736894660
2014-05-16T02:00:00+02:00,9551237147830,9565394634300,9546146076860,9550477514240
2014-05-19T02:00:00+02:00,9551366161450,9576153030780,9551147660550,9560400487740
2014-05-20T02:00:00+02:00,9544783027740,9558617882420,9538075050110,9553325041080
2014-05-21T02:00:00+02:00,9564451581080,9587102261150,9547294140870,9563757497760
2014-05-22T02:00:00+02:00,9567765307760,9575712249110,9556245190770,9560991779860
2014-05-23T02:00:00+02:00,9551282167580,9562220029300,9537612711390,9540512105570
2014-05-26T02:00:00+02:00,9537807446820,9556145254880,9536941956020,9551658170580
2014-05-27T02:00:00+02:00,9542779710580,9557958477220,9533121318750,9537816606340
2014-05-28T02:00:00+02:00,9551736606340,9567753928060,9541848373950,9552461676620
2014-05-29T02:00:00+02:00,9562965216620,9585798278390,9561991539470,9572964506320
2014-05-30T02:00:00+02:00,9601691135200,9625045695950,9601010035750,9608194536400
2014-06-01T02:00:00+02:00,9638816475200,9662360450950,9638135375750,9645319876400
2014-06-02T02:00:00+02:00,9681247656300,9689178233850,9660522974000,9664946146800
2014-06-03T02:00:00+02:00,9655982307800,9677629770000,9653719299950,9665326973400
2014-06-04T02:00:00+02:00,9671663747400,9682011129450,9659763439750,9660180887800
2014-06-05T02:00:00+02:00,9683826887800,9715001795050,9662844630550,9710271028950
2014-06-06T02:00:00+02:00,9673119441160,9689700443360,9662048072600,9666414427760
2014-06-09T02:00:00+02:00,9663129365640,9679652641400,9650529932840,9658052983280
2014-06-10T02:00:00+02:00,9651406757280,9666141290880,9638416307600,9651768002000
2014-06-11T02:00:00+02:00,9639225776000,9659354490360,9633577754400,9648551242760
2014-06-12T02:00:00+02:00,9650034016760,9674384467200,9645971785840,9667179821120
2014-06-13T02:00:00+02:00,9630964194670,9647307604710,9619478611290,9623663444860
2014-06-16T02:00:00+02:00,9637534074280,9659110448570,9632053429300,9655130810110
